forecast_id,region_code,year_month,ingested_at,precipitation_mm,drought_risk_score,flood_risk_score,seasonal_baseline_mm,source
824,UG-NR,2023-02,2026-06-19 10:00:44+00,2.8,0.0,17.51,17.0,open_meteo_archive
825,UG-NR,2023-03,2026-06-19 10:00:44+00,190.8,2.11,78.7,85.89,open_meteo_archive
826,UG-NR,2023-04,2026-06-19 10:00:44+00,161.1,13.13,48.19,145.0,open_meteo_archive
827,UG-NR,2023-05,2026-06-19 10:00:44+00,90.3,16.29,54.97,125.08,open_meteo_archive
828,UG-NR,2023-06,2026-06-19 10:00:44+00,121.6,11.55,38.39,101.54,open_meteo_archive
829,UG-NR,2023-07,2026-06-19 10:00:44+00,74.2,18.21,37.34,120.01,open_meteo_archive
830,UG-NR,2023-08,2026-06-19 10:00:44+00,81.2,26.62,30.59,160.07,open_meteo_archive
831,UG-NR,2023-09,2026-06-19 10:00:44+00,150.0,14.14,37.63,154.42,open_meteo_archive
832,UG-NR,2023-10,2026-06-19 10:00:44+00,212.2,9.63,63.47,149.05,open_meteo_archive
833,UG-NR,2023-11,2026-06-19 10:00:44+00,126.4,3.93,81.29,69.79,open_meteo_archive
834,UG-NR,2023-12,2026-06-19 10:00:44+00,29.8,0.33,75.86,21.63,open_meteo_archive
835,UG-NR,2024-01,2026-06-19 10:00:44+00,6.6,0.0,71.83,7.79,open_meteo_archive
836,UG-NR,2024-02,2026-06-19 10:00:44+00,24.0,0.0,73.49,18.14,open_meteo_archive
837,UG-NR,2024-03,2026-06-19 10:00:44+00,42.6,5.43,41.09,88.86,open_meteo_archive
838,UG-NR,2024-04,2026-06-19 10:00:44+00,173.2,7.62,64.93,146.23,open_meteo_archive
839,UG-NR,2024-05,2026-06-19 10:00:44+00,97.6,12.03,39.53,122.79,open_meteo_archive
840,UG-NR,2024-06,2026-06-19 10:00:44+00,110.2,10.37,59.16,102.39,open_meteo_archive
841,UG-NR,2024-07,2026-06-19 10:00:44+00,150.5,10.68,53.59,120.61,open_meteo_archive
842,UG-NR,2024-08,2026-06-19 10:00:44+00,202.1,9.98,75.67,161.08,open_meteo_archive
843,UG-NR,2024-09,2026-06-19 10:00:44+00,107.4,16.29,27.87,153.82,open_meteo_archive
844,UG-NR,2024-10,2026-06-19 10:00:44+00,142.5,10.12,42.5,147.46,open_meteo_archive
845,UG-NR,2024-11,2026-06-19 10:00:44+00,119.7,4.39,65.85,68.04,open_meteo_archive
846,UG-NR,2024-12,2026-06-19 10:00:44+00,6.7,0.13,67.42,20.05,open_meteo_archive
847,UG-NR,2025-01,2026-06-19 10:00:44+00,0.3,0.0,32.66,7.79,open_meteo_archive
848,UG-NR,2025-02,2026-06-19 10:00:44+00,0.0,0.0,14.48,17.0,open_meteo_archive
849,UG-NR,2025-03,2026-06-19 10:00:44+00,70.3,2.19,34.77,85.89,open_meteo_archive
850,UG-NR,2025-04,2026-06-19 10:00:44+00,154.8,13.6,60.11,145.0,open_meteo_archive
851,UG-NR,2025-05,2026-06-19 10:00:44+00,97.8,13.26,28.21,125.08,open_meteo_archive
852,UG-NR,2025-06,2026-06-19 10:00:44+00,134.4,14.5,62.46,101.54,open_meteo_archive
853,UG-NR,2025-07,2026-06-19 10:00:44+00,175.4,6.55,82.37,120.01,open_meteo_archive
854,UG-NR,2025-08,2026-06-19 10:00:44+00,193.4,6.66,66.91,160.07,open_meteo_archive
855,UG-NR,2025-09,2026-06-19 10:00:44+00,152.8,8.58,47.66,154.42,open_meteo_archive
856,UG-NR,2025-10,2026-06-19 10:00:44+00,200.1,6.62,61.81,149.05,open_meteo_archive
857,UG-NR,2025-11,2026-06-19 10:00:44+00,33.7,9.16,52.04,69.79,open_meteo_archive
858,UG-NR,2025-12,2026-06-19 10:00:44+00,12.9,0.51,38.68,21.63,open_meteo_archive
859,UG-NR,2026-01,2026-06-19 10:00:44+00,10.4,0.0,46.85,7.79,open_meteo_archive
860,UG-NR,2026-02,2026-06-19 10:00:44+00,60.8,0.0,88.73,17.0,open_meteo_archive
861,UG-NR,2026-03,2026-06-19 10:00:44+00,148.8,1.29,82.74,85.89,open_meteo_archive
862,UG-NR,2026-04,2026-06-19 10:00:44+00,125.0,11.57,46.42,145.0,open_meteo_archive
863,UG-NR,2026-05,2026-06-19 10:00:44+00,147.0,7.24,72.74,125.08,open_meteo_archive
864,UG-NR,2026-06,2026-06-19 10:00:44+00,26.3,11.42,31.5,42.61,open_meteo_forecast
973,UG-WR,2022-01,2026-06-19 10:01:45+00,28.9,6.88,22.37,42.61,open_meteo_archive
974,UG-WR,2022-02,2026-06-19 10:01:45+00,39.9,6.09,44.2,39.84,open_meteo_archive
975,UG-WR,2022-03,2026-06-19 10:01:45+00,50.4,12.82,36.35,67.92,open_meteo_archive
976,UG-WR,2022-04,2026-06-19 10:01:45+00,72.3,13.08,32.29,77.86,open_meteo_archive
977,UG-WR,2022-05,2026-06-19 10:01:45+00,43.4,11.75,43.29,53.25,open_meteo_archive
978,UG-WR,2022-06,2026-06-19 10:01:45+00,4.3,0.18,45.46,19.47,open_meteo_archive
979,UG-WR,2022-07,2026-06-19 10:01:45+00,14.8,0.0,17.82,23.36,open_meteo_archive
980,UG-WR,2022-08,2026-06-19 10:01:45+00,118.9,2.79,72.72,59.54,open_meteo_archive
981,UG-WR,2022-09,2026-06-19 10:01:45+00,76.2,8.5,76.32,76.94,open_meteo_archive
982,UG-WR,2022-10,2026-06-19 10:01:45+00,89.7,16.51,50.03,93.53,open_meteo_archive
983,UG-WR,2022-11,2026-06-19 10:01:45+00,206.1,7.35,88.82,110.56,open_meteo_archive
984,UG-WR,2022-12,2026-06-19 10:01:45+00,68.6,9.15,53.53,71.99,open_meteo_archive
985,UG-WR,2023-01,2026-06-19 10:01:45+00,22.7,6.84,41.33,42.61,open_meteo_archive
986,UG-WR,2023-02,2026-06-19 10:01:45+00,14.0,8.93,13.96,39.84,open_meteo_archive
987,UG-WR,2023-03,2026-06-19 10:01:45+00,118.9,4.76,76.17,67.92,open_meteo_archive
988,UG-WR,2023-04,2026-06-19 10:01:45+00,99.2,10.68,76.22,77.86,open_meteo_archive
989,UG-WR,2023-05,2026-06-19 10:01:45+00,34.9,8.13,46.53,53.25,open_meteo_archive
990,UG-WR,2023-06,2026-06-19 10:01:45+00,24.1,0.0,60.35,19.47,open_meteo_archive
991,UG-WR,2023-07,2026-06-19 10:01:45+00,0.7,0.0,28.85,23.36,open_meteo_archive
992,UG-WR,2023-08,2026-06-19 10:01:45+00,16.0,5.15,16.25,59.54,open_meteo_archive
993,UG-WR,2023-09,2026-06-19 10:01:45+00,84.0,10.41,50.26,76.94,open_meteo_archive
994,UG-WR,2023-10,2026-06-19 10:01:45+00,64.8,15.41,23.68,93.53,open_meteo_archive
995,UG-WR,2023-11,2026-06-19 10:01:45+00,86.1,11.81,30.21,110.56,open_meteo_archive
996,UG-WR,2023-12,2026-06-19 10:01:45+00,80.7,6.11,56.99,71.99,open_meteo_archive
997,UG-WR,2024-01,2026-06-19 10:01:45+00,39.7,4.45,60.04,42.61,open_meteo_archive
998,UG-WR,2024-02,2026-06-19 10:01:45+00,53.5,4.55,41.69,41.62,open_meteo_archive
999,UG-WR,2024-03,2026-06-19 10:01:45+00,50.8,14.07,53.28,68.56,open_meteo_archive
1000,UG-WR,2024-04,2026-06-19 10:01:45+00,82.6,12.66,51.13,77.97,open_meteo_archive
1001,UG-WR,2024-05,2026-06-19 10:01:45+00,76.1,9.53,67.9,51.59,open_meteo_archive
1002,UG-WR,2024-06,2026-06-19 10:01:45+00,2.1,0.18,17.96,19.28,open_meteo_archive
1003,UG-WR,2024-07,2026-06-19 10:01:45+00,39.8,0.0,59.75,23.95,open_meteo_archive
1004,UG-WR,2024-08,2026-06-19 10:01:45+00,34.9,5.81,46.54,60.39,open_meteo_archive
1005,UG-WR,2024-09,2026-06-19 10:01:45+00,76.3,16.41,33.94,77.69,open_meteo_archive
1006,UG-WR,2024-10,2026-06-19 10:01:45+00,83.9,13.42,63.77,94.18,open_meteo_archive
1007,UG-WR,2024-11,2026-06-19 10:01:45+00,139.2,10.26,48.77,110.07,open_meteo_archive
1008,UG-WR,2024-12,2026-06-19 10:01:45+00,78.4,12.37,77.07,68.95,open_meteo_archive
1009,UG-WR,2025-01,2026-06-19 10:01:45+00,19.6,7.42,32.65,42.61,open_meteo_archive
1010,UG-WR,2025-02,2026-06-19 10:01:45+00,22.6,8.12,39.46,39.84,open_meteo_archive
1011,UG-WR,2025-03,2026-06-19 10:01:45+00,56.8,7.15,27.32,67.92,open_meteo_archive
1012,UG-WR,2025-04,2026-06-19 10:01:45+00,101.6,8.3,78.98,77.86,open_meteo_archive
1013,UG-WR,2025-05,2026-06-19 10:01:45+00,53.5,5.87,43.4,53.25,open_meteo_archive
1014,UG-WR,2025-06,2026-06-19 10:01:45+00,35.2,0.21,78.38,19.47,open_meteo_archive
1015,UG-WR,2025-07,2026-06-19 10:01:45+00,49.5,0.0,84.49,23.36,open_meteo_archive
1016,UG-WR,2025-08,2026-06-19 10:01:45+00,81.3,5.09,68.68,59.54,open_meteo_archive
1017,UG-WR,2025-09,2026-06-19 10:01:45+00,39.7,12.64,25.2,76.94,open_meteo_archive
1018,UG-WR,2025-10,2026-06-19 10:01:45+00,116.6,7.26,60.33,93.53,open_meteo_archive
1019,UG-WR,2025-11,2026-06-19 10:01:45+00,95.2,12.52,56.58,110.56,open_meteo_archive
1020,UG-WR,2025-12,2026-06-19 10:01:45+00,69.5,9.6,41.22,71.99,open_meteo_archive
1021,UG-WR,2026-01,2026-06-19 10:01:45+00,41.2,4.84,39.1,42.61,open_meteo_archive
1022,UG-WR,2026-02,2026-06-19 10:01:45+00,76.1,2.64,90.3,39.84,open_meteo_archive
1023,UG-WR,2026-03,2026-06-19 10:01:45+00,97.5,5.3,78.65,67.92,open_meteo_archive
1024,UG-WR,2026-04,2026-06-19 10:01:45+00,52.2,13.61,30.77,77.86,open_meteo_archive
1025,UG-WR,2026-05,2026-06-19 10:01:45+00,64.0,5.5,63.33,53.25,open_meteo_archive
1026,UG-WR,2026-06,2026-06-19 10:01:45+00,0.0,0.0,68.82,6.69,open_meteo_forecast
